AMT_CREDIT_MAX_OVERDUE,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CNT_CREDIT_PROLONG,CREDIT_ACTIVE,CREDIT_CURRENCY,CREDIT_DAY_OVERDUE,CUST_ID,DAYS_CREDIT,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,SK_BUREAU_ID,SK_ID_CURR
0,31,8241,2651,0,0,0,USD,0,89458,54,137,0,3428,3428
0,462,9253,2426,0,0,1,USD,0,89461,428,84,80,3429,3429
0,547,4321,936,0,0,1,USD,0,89462,71,127,0,3430,3430
0,787,844,2734,0,99,0,USD,0,89464,58,273,0,3431,3431
0,309,1208,1826,18,0,1,USD,48,89466,16,182,0,3432,3432
0,476,5910,600,0,0,1,USD,0,89467,8,106,0,3433,3433
0,830,2690,2445,0,0,1,USD,0,89470,75,153,0,3434,3434
0,939,1293,1390,0,0,0,USD,0,89471,114,56,20,3435,3435
0,179,8199,1519,0,0,1,USD,0,89475,105,169,0,3436,3436
0,727,5598,96,0,0,1,USD,0,89477,64,118,0,3437,3437
0,709,2130,1957,168,0,0,USD,38,89480,47,113,55,3438,3438
0,190,5692,2330,0,0,1,USD,0,89482,67,105,0,3439,3439
0,858,3336,867,0,0,1,USD,0,89483,48,249,0,3440,3440
0,706,4463,1506,0,0,1,USD,0,89484,47,149,0,3441,3441
0,99,5574,790,0,36,1,USD,0,89486,33,109,0,3442,3442
0,338,6548,1993,0,0,1,USD,0,89487,8,305,0,3443,3443
0,470,6377,1711,0,0,1,USD,0,89489,95,191,0,3444,3444
0,22,2837,1142,0,0,1,USD,0,89493,11,132,0,3445,3445
0,775,5630,1666,0,59,1,USD,0,89495,120,67,70,3446,3446
0,432,6367,2241,127,0,1,USD,89,89499,99,175,0,3447,3447
0,801,7496,1021,0,100,1,USD,0,89500,56,169,0,3448,3448
0,415,4984,817,0,0,0,USD,0,89501,190,163,0,3449,3449
0,21,6551,1206,0,0,1,USD,0,89502,15,167,0,3450,3450
0,605,8175,1324,0,0,1,USD,0,89503,31,147,315,3451,3451
0,650,3158,1690,0,0,1,USD,0,89505,115,1,0,3452,3452
0,194,2368,1322,0,0,0,USD,0,89506,322,38,0,3453,3453
0,304,7121,2185,0,0,1,USD,0,89507,83,118,0,3454,3454
0,661,9774,1991,0,0,1,USD,0,89508,200,13,0,3455,3455
0,72,6804,536,0,0,1,USD,0,89512,96,118,135,3456,3456
0,421,6768,2181,0,0,1,USD,0,89513,252,48,0,3457,3457
0,578,389,544,30,0,0,USD,97,89514,96,118,0,3458,3458
0,18,9662,807,0,0,1,USD,0,89515,177,85,0,3459,3459
0,340,8303,1257,0,0,1,USD,0,89516,212,9,0,3460,3460
0,510,8623,340,0,0,1,USD,0,89518,69,215,175,3461,3461
4630,467,8735,1914,74,0,0,USD,36,89525,31,102,0,3462,3462
0,142,9148,2366,0,0,1,USD,0,89527,49,141,0,3463,3463
0,101,3508,2646,0,0,1,USD,0,89528,155,17,0,3464,3464
0,876,333,2611,0,0,1,USD,0,89529,64,101,0,3465,3465
0,746,7191,2420,0,0,1,USD,0,89534,207,10,0,3466,3466
0,83,9115,353,0,0,0,USD,0,89537,101,18,0,3467,3467
0,966,2978,1685,0,0,0,USD,0,89539,214,91,0,3468,3468
0,869,3129,627,0,0,1,USD,0,89541,45,135,0,3469,3469
0,111,9271,1553,0,0,1,USD,0,89542,28,130,0,3470,3470
0,67,6292,697,0,0,1,USD,0,89543,370,49,0,3471,3471
0,383,2818,1158,0,55,1,USD,0,89544,52,135,0,3472,3472
0,788,8108,41,0,0,1,USD,0,89545,48,163,0,3473,3473
0,182,2763,2257,2,0,1,USD,90,89546,11,138,0,3474,3474
0,223,4115,2010,0,0,1,USD,0,89547,167,84,160,3475,3475
0,272,3840,927,0,0,0,USD,0,89548,18,167,0,3476,3476
0,413,9387,2433,0,0,1,USD,0,89550,16,233,0,3477,3477
0,428,7428,1642,0,0,1,USD,0,89554,148,62,0,3478,3478
0,956,841,658,0,0,1,USD,0,89556,23,140,0,3479,3479
0,582,1243,2482,0,0,1,USD,0,89558,218,12,0,3480,3480
0,326,4734,2180,0,76,1,USD,0,89560,19,199,0,3481,3481
0,326,3401,2595,0,0,1,USD,0,89561,11,188,0,3482,3482
0,418,1444,360,0,0,1,USD,0,89562,228,34,0,3483,3483
0,935,8942,1737,0,0,1,USD,0,89563,52,297,0,3484,3484
0,68,3909,2946,0,0,1,USD,0,89564,111,76,35,3485,3485
0,528,6360,2736,0,34,1,USD,0,89566,17,227,205,3486,3486
0,598,7392,542,0,0,1,USD,0,89567,1,386,0,3487,3487
0,421,1078,2806,0,0,1,USD,0,89572,83,190,0,3488,3488
0,40,1812,2710,0,0,1,USD,0,89573,26,128,0,3489,3489
0,429,2646,2509,0,0,1,USD,0,89574,13,115,0,3490,3490
0,654,5128,1368,0,0,0,USD,0,89575,66,137,0,3491,3491
0,229,8496,2369,0,0,1,USD,0,89576,26,103,0,3492,3492
0,312,5722,332,0,0,1,USD,0,89579,17,191,0,3493,3493
0,305,8338,2561,0,0,0,USD,0,89580,23,240,0,3494,3494
0,467,3375,255,0,0,0,USD,0,89581,19,115,240,3495,3495
0,755,554,2131,0,0,1,USD,0,89582,4,123,0,3496,3496
0,292,7434,1416,0,0,1,USD,0,89583,5,177,0,3497,3497
0,623,1743,1723,0,0,1,USD,0,89588,38,164,0,3498,3498
0,434,9491,589,0,0,1,USD,0,89591,51,260,0,3499,3499
0,705,2207,2661,0,0,1,USD,0,89592,111,4,0,3500,3500
0,446,4520,290,21,0,1,USD,93,89593,82,183,0,3501,3501
608,188,3623,2343,0,0,1,USD,0,89594,81,113,0,3502,3502
0,300,5900,1913,0,0,1,USD,0,89598,53,137,0,3503,3503
0,426,9434,1020,0,0,1,USD,0,89605,12,138,0,3504,3504
0,116,1024,692,27,0,1,USD,92,89607,88,167,0,3505,3505
0,855,4168,1148,0,0,1,USD,0,89608,4,173,0,3506,3506
0,372,6328,2735,0,0,1,USD,0,89609,146,111,0,3507,3507
0,315,6149,1164,0,0,0,USD,0,89610,73,136,0,3508,3508
0,469,19,1396,0,0,0,USD,0,89611,18,198,0,3509,3509
0,541,8996,1285,0,33,1,USD,0,89612,136,34,0,3510,3510
0,285,5632,1350,0,0,1,USD,0,89613,4,295,0,3511,3511
0,208,2103,182,0,0,1,USD,0,89614,34,115,0,3512,3512
0,573,7697,1625,0,0,1,USD,0,89616,58,169,0,3513,3513
0,532,4637,2146,0,0,0,USD,0,89617,25,197,0,3514,3514
0,443,1269,643,0,0,1,USD,0,89619,351,57,0,3515,3515
0,266,7846,138,0,0,1,USD,0,89621,29,215,0,3516,3516
0,797,5618,389,0,0,1,USD,0,89623,93,181,0,3517,3517
0,828,4745,2834,0,0,0,USD,0,89626,57,213,135,3518,3518
0,412,2374,1728,0,0,1,USD,0,89628,134,149,20,3519,3519
0,757,8680,1564,0,0,0,USD,0,89634,168,449,0,3520,3520
6154,648,5858,1165,0,0,1,USD,0,89635,31,120,0,3521,3521
0,530,3063,1928,0,0,1,USD,0,89638,89,119,0,3522,3522
0,134,6218,637,0,86,0,USD,0,89639,179,120,0,3523,3523
0,598,2561,1018,0,0,1,USD,0,89640,15,106,-40,3524,3524
0,642,3944,2964,0,0,1,USD,0,89642,37,149,0,3525,3525
0,192,4170,1003,0,0,1,USD,0,89643,107,135,0,3526,3526
0,75,9758,1673,74,0,1,USD,70,89645,337,92,120,3527,3527
0,655,8627,236,0,0,0,USD,0,89646,149,39,0,3528,3528
0,686,723,2551,0,0,1,USD,0,89647,173,10,100,3529,3529
0,318,9516,1005,0,0,1,USD,0,89648,285,48,0,3530,3530
0,251,5106,393,0,0,1,USD,0,89651,10,226,0,3531,3531
0,584,2481,1507,0,0,0,USD,0,89654,22,127,0,3532,3532
0,293,9705,1623,0,0,0,USD,0,89656,66,150,0,3533,3533
0,783,7422,1820,0,0,1,USD,0,89659,435,136,0,3534,3534
0,141,2007,1112,0,0,1,USD,0,89662,3,261,0,3535,3535
0,837,7939,2504,0,0,0,USD,0,89663,83,383,200,3536,3536
0,471,6231,2800,0,0,1,USD,0,89667,19,101,185,3537,3537
0,828,1265,203,37,0,1,USD,39,89668,29,107,0,3538,3538
0,307,1720,2367,0,0,1,USD,0,89669,47,306,0,3539,3539
0,310,5519,2259,0,0,1,USD,0,89670,19,171,0,3540,3540
0,406,6119,1982,0,0,1,USD,0,89671,48,112,0,3541,3541
0,110,4723,1843,0,0,0,USD,0,89673,79,207,0,3542,3542
0,694,510,1129,0,0,0,USD,0,89675,82,122,275,3543,3543
0,742,8707,2883,0,0,1,USD,0,89680,773,1,0,3544,3544
0,988,4451,1149,0,0,1,USD,0,89682,176,212,0,3545,3545
0,402,486,1784,0,0,0,USD,0,89683,43,105,325,3546,3546
0,239,7093,2678,0,0,1,USD,0,89684,174,25,-20,3547,3547
0,478,8043,460,0,0,1,USD,0,89685,131,23,0,3548,3548
0,731,4808,297,0,0,1,USD,0,89687,107,1,0,3549,3549
0,167,6017,2042,0,0,1,USD,0,89691,26,169,0,3550,3550
0,801,1727,1071,0,0,0,USD,0,89696,11,110,0,3551,3551
0,906,7938,1287,0,0,1,USD,0,89702,14,133,0,3552,3552
4346,967,904,1192,0,0,1,USD,0,89703,120,90,0,3553,3553
0,953,9121,153,0,0,0,USD,0,89705,68,102,0,3554,3554
0,979,1954,2919,0,0,1,USD,0,89706,44,109,0,3555,3555
0,90,1354,657,0,0,1,USD,0,89708,41,127,0,3556,3556
0,216,2262,340,0,0,1,USD,0,89709,7,111,0,3557,3557
0,184,7437,2576,0,0,1,USD,0,89710,59,116,0,3558,3558
0,828,2087,1780,0,0,1,USD,0,89712,4,160,0,3559,3559
0,570,1648,781,17,0,0,USD,36,89715,77,216,165,3560,3560
0,552,2680,124,0,41,1,USD,0,89717,98,201,0,3561,3561
0,748,6895,327,0,0,1,USD,0,89719,10,206,0,3562,3562
0,533,2376,361,0,0,1,USD,0,89720,1,116,0,3563,3563
0,398,9734,1167,0,0,1,USD,0,89728,45,101,0,3564,3564
0,230,3142,2471,0,0,1,USD,0,89733,19,173,245,3565,3565
0,375,1173,584,0,0,0,USD,0,89738,54,254,10,3566,3566
0,143,8569,1408,122,0,0,USD,86,89740,84,204,110,3567,3567
0,952,3715,2939,0,0,1,USD,0,89744,130,12,0,3568,3568
0,741,8009,1331,0,0,1,USD,0,89746,320,10,0,3569,3569
0,479,4547,199,0,0,1,USD,0,89747,21,209,0,3570,3570
0,708,678,787,0,0,1,USD,0,89750,13,162,280,3571,3571
0,415,2594,2269,0,61,1,USD,0,89751,38,133,0,3572,3572
0,917,3949,460,0,0,1,USD,0,89753,119,3,0,3573,3573
0,151,8268,2880,0,0,0,USD,0,89756,15,100,0,3574,3574
6897,302,1891,182,0,0,1,USD,0,89759,32,145,0,3575,3575
0,265,82,1260,0,0,1,USD,0,89760,10,272,0,3576,3576
0,109,6001,348,0,0,1,USD,0,89761,79,132,0,3577,3577
0,577,4318,2217,0,0,1,USD,0,89762,13,356,0,3578,3578
0,772,257,2519,0,0,1,USD,0,89763,363,86,0,3579,3579
0,776,2645,1555,0,0,1,USD,0,89765,13,141,0,3580,3580
0,100,3660,1138,0,0,1,USD,0,89768,134,98,0,3581,3581
0,37,5259,510,0,0,1,USD,0,89770,30,177,30,3582,3582
0,275,7486,2666,0,0,0,USD,0,89775,95,206,55,3583,3583
0,748,5352,1755,0,0,1,USD,0,89776,52,138,0,3584,3584
0,124,2858,1580,0,0,1,USD,0,89779,267,99,0,3585,3585
0,943,9980,879,0,0,1,USD,0,89781,138,41,275,3586,3586
0,657,318,1044,0,0,0,USD,0,89782,74,175,0,3587,3587
0,800,8929,784,127,0,1,USD,100,89785,3,118,0,3588,3588
0,15,6469,56,0,0,1,USD,0,89787,212,57,140,3589,3589
0,528,1578,977,0,0,0,USD,0,89788,6,108,0,3590,3590
0,705,1958,2003,0,0,0,USD,0,89789,130,22,0,3591,3591
0,785,5479,80,0,0,0,USD,0,89790,45,272,-105,3592,3592
2844,793,4410,1138,0,0,1,USD,0,89793,137,19,0,3593,3593
0,713,5234,2301,0,0,0,USD,0,89794,51,116,40,3594,3594
0,398,5944,920,0,0,1,USD,0,89798,49,122,0,3595,3595
0,34,5470,840,0,0,1,USD,0,89799,4,109,0,3596,3596
0,785,7545,1595,0,0,1,USD,0,89811,100,23,0,3597,3597
0,185,7778,1105,0,0,1,USD,0,89812,76,108,0,3598,3598
0,496,1747,2197,0,79,1,USD,0,89813,545,79,0,3599,3599
4488,351,6578,2600,0,0,1,USD,0,89816,126,113,145,3600,3600
0,91,4570,883,0,0,1,USD,0,89818,58,134,210,3601,3601
0,291,695,258,0,0,0,USD,0,89819,1,107,0,3602,3602
0,776,5844,2058,0,0,1,USD,0,89820,19,119,0,3603,3603
0,529,5077,988,0,0,1,USD,0,89821,164,212,0,3604,3604
0,465,9483,119,0,0,1,USD,0,89824,182,145,0,3605,3605
0,877,3701,2353,0,0,1,USD,0,89825,245,25,0,3606,3606
0,664,8000,2648,41,0,1,USD,87,89826,42,132,0,3607,3607
0,714,437,2496,0,0,1,USD,0,89828,84,241,0,3608,3608
0,456,8590,649,0,0,1,USD,0,89829,116,15,0,3609,3609
0,514,90,783,0,0,1,USD,0,89832,106,24,0,3610,3610
0,362,955,382,0,0,0,USD,0,89834,6,278,0,3611,3611
0,579,2130,976,0,0,0,USD,0,89837,153,32,215,3612,3612
0,304,8469,2977,0,0,1,USD,0,89838,36,122,0,3613,3613
0,117,8541,1060,0,0,1,USD,0,89840,31,126,0,3614,3614
0,899,4543,2389,19,0,1,USD,46,89841,159,69,0,3615,3615
0,904,7175,184,0,0,1,USD,0,89842,6,140,215,3616,3616
0,337,607,2346,0,0,1,USD,0,89843,171,76,0,3617,3617
0,302,9578,76,0,0,1,USD,0,89847,96,247,0,3618,3618
0,571,2701,2079,0,0,1,USD,0,89849,16,108,0,3619,3619
0,775,1063,604,0,0,1,USD,0,89850,298,76,170,3620,3620
0,378,9067,1221,0,0,0,USD,0,89852,387,49,0,3621,3621
0,426,9939,2452,0,0,1,USD,0,89856,48,167,0,3622,3622
0,77,2091,1824,0,0,1,USD,0,89858,34,125,0,3623,3623
0,257,4228,1759,0,0,1,USD,0,89859,263,72,0,3624,3624
0,629,2503,2253,0,0,1,USD,0,89860,246,31,0,3625,3625
0,680,3777,428,0,0,1,USD,0,89862,26,111,0,3626,3626
0,175,9824,1674,0,0,0,USD,0,89863,17,126,0,3627,3627
0,559,6700,2234,0,0,0,USD,0,89864,1,158,0,3628,3628
0,444,3325,64,0,37,1,USD,0,89865,73,184,0,3629,3629
0,839,6390,2980,0,0,1,USD,0,89868,285,103,0,3630,3630
0,244,2509,566,0,85,1,USD,0,89870,88,303,0,3631,3631
0,647,4384,819,0,0,1,USD,0,89872,12,151,0,3632,3632
0,112,3459,1922,0,0,0,USD,0,89874,100,85,110,3633,3633
0,204,9865,21,0,0,0,USD,0,89875,50,155,235,3634,3634
0,989,5299,424,0,0,1,USD,0,89877,6,109,225,3635,3635
1116,42,6873,246,0,0,0,USD,0,89881,860,19,160,3636,3636
0,399,3226,89,0,0,1,USD,0,89883,3,103,0,3637,3637
0,533,6761,2232,0,0,1,USD,0,89885,11,153,0,3638,3638
0,728,8769,1970,0,0,0,USD,0,89887,293,124,0,3639,3639
0,974,1793,362,0,35,1,USD,0,89889,12,146,0,3640,3640
0,186,9141,2226,34,0,1,USD,99,89892,398,2,0,3641,3641
0,499,2022,2901,0,0,1,USD,0,89893,121,64,0,3642,3642
0,116,3298,1403,0,0,0,USD,0,89894,59,162,0,3643,3643
0,566,886,2343,0,0,1,USD,0,89895,141,31,0,3644,3644
0,966,2109,949,0,0,1,USD,0,89897,54,136,0,3645,3645
0,338,870,1822,0,0,0,USD,0,89901,32,171,0,3646,3646
4967,147,9931,1677,0,0,1,USD,0,89902,112,155,-5,3647,3647
0,961,5311,2751,0,0,1,USD,0,89904,95,139,0,3648,3648
0,968,6871,275,0,85,1,USD,0,89907,60,152,0,3649,3649
0,398,1923,2670,0,0,1,USD,0,89908,60,117,0,3650,3650
0,394,6553,2003,0,0,1,USD,0,89910,267,28,0,3651,3651
0,105,9902,26,0,0,1,USD,0,89913,56,120,50,3652,3652
0,118,3545,89,0,0,0,USD,0,89914,16,202,0,3653,3653
0,333,5170,2062,0,99,1,USD,0,89916,149,97,0,3654,3654
0,633,5221,2636,0,0,0,USD,0,89920,140,146,0,3655,3655
0,634,8110,2346,0,0,1,USD,0,89922,41,103,0,3656,3656
0,222,5936,2821,0,0,1,USD,0,89924,118,129,0,3657,3657
0,652,2329,1152,0,0,1,USD,0,89925,5,105,220,3658,3658
5323,280,1006,2707,0,0,1,USD,0,89926,70,402,100,3659,3659
0,837,1812,2064,173,0,1,USD,52,89927,48,170,160,3660,3660
0,986,1714,2375,0,0,1,USD,0,89928,54,174,0,3661,3661
0,62,3142,2576,0,0,0,USD,0,89931,12,391,0,3662,3662
0,928,1145,860,0,0,1,USD,0,89932,223,34,0,3663,3663
0,98,5347,2671,0,51,1,USD,0,89934,91,248,0,3664,3664
0,714,7264,1516,0,0,1,USD,0,89936,3,132,0,3665,3665
0,336,7750,1287,0,0,1,USD,0,89937,87,157,165,3666,3666
0,273,5224,953,0,0,1,USD,0,89938,148,7,360,3667,3667
0,431,9891,662,0,0,1,USD,0,89940,288,0,100,3668,3668
0,291,6341,1888,89,0,0,USD,48,89941,346,4,220,3669,3669
0,647,7893,1508,0,0,0,USD,0,89942,160,24,0,3670,3670
0,625,3847,2991,0,0,1,USD,0,89944,29,434,0,3671,3671
0,999,6157,545,0,0,1,USD,0,89945,108,158,0,3672,3672
0,515,2729,2384,0,0,1,USD,0,89948,76,271,0,3673,3673
0,45,5524,2783,0,0,1,USD,0,89949,82,121,190,3674,3674
0,143,5257,1518,0,0,0,USD,0,89950,15,167,0,3675,3675
0,229,3079,206,0,0,1,USD,0,89951,85,110,0,3676,3676
0,587,9681,2589,0,49,1,USD,0,89954,38,570,0,3677,3677
0,726,1537,1529,0,0,1,USD,0,89955,194,280,0,3678,3678
0,302,7191,947,0,0,1,USD,0,89956,384,79,70,3679,3679
0,863,7764,382,0,0,1,USD,0,89957,18,197,210,3680,3680
0,676,7920,1781,0,0,1,USD,0,89958,19,117,0,3681,3681
0,802,4885,87,0,0,1,USD,0,89961,76,179,0,3682,3682
0,704,3359,1566,0,0,1,USD,0,89962,139,61,0,3683,3683
0,547,7599,1061,0,0,1,USD,0,89963,42,216,260,3684,3684
0,937,496,1876,0,0,1,USD,0,89965,16,169,0,3685,3685
0,77,8746,1331,0,0,1,USD,0,89966,198,11,0,3686,3686
0,436,2933,2847,0,0,1,USD,0,89968,34,228,0,3687,3687
0,959,9539,1590,0,0,1,USD,0,89969,48,157,0,3688,3688
0,915,79,1269,0,0,1,USD,0,89971,130,87,0,3689,3689
0,482,8983,1877,0,0,0,USD,0,89972,75,224,0,3690,3690
0,180,4079,228,0,0,1,USD,0,89975,454,48,0,3691,3691
0,565,6613,500,128,0,1,USD,80,89979,16,333,215,3692,3692
0,377,1534,2555,0,0,1,USD,0,89983,1,210,200,3693,3693
0,766,6870,566,0,0,1,USD,0,89987,67,341,185,3694,3694
0,43,532,2343,0,0,1,USD,0,89989,139,117,0,3695,3695
0,172,2792,2788,101,0,1,USD,42,89992,149,292,0,3696,3696
0,576,5675,2747,0,0,1,USD,0,89993,65,134,0,3697,3697
0,935,5980,2222,0,0,0,USD,0,89994,24,239,70,3698,3698
0,99,249,957,0,98,1,USD,0,89995,3,306,0,3699,3699
0,86,7539,2131,0,0,1,USD,0,89998,54,106,0,3700,3700
0,73,6920,2574,0,0,1,USD,0,89999,9,205,0,3701,3701
0,324,2192,701,7,0,1,USD,98,90000,4,114,0,3702,3702
3076,131,8046,2911,0,0,1,USD,0,90001,155,59,0,3703,3703
0,888,7508,1840,0,0,1,USD,0,90002,18,122,0,3704,3704
0,48,1623,791,49,0,0,USD,36,90003,32,101,0,3705,3705
0,327,480,313,0,0,1,USD,0,90005,245,32,0,3706,3706
0,279,6118,2867,0,0,1,USD,0,90006,3,162,0,3707,3707
0,192,3407,1749,23,0,1,USD,81,90007,52,193,0,3708,3708
0,605,5904,2049,0,0,0,USD,0,90008,61,215,0,3709,3709
0,123,6124,560,0,0,1,USD,0,90009,31,136,0,3710,3710
0,196,7484,1009,53,0,1,USD,64,90010,36,110,0,3711,3711
5245,552,4523,815,0,0,1,USD,0,90013,34,240,0,3712,3712
0,963,3109,518,0,0,1,USD,0,90015,61,194,0,3713,3713
0,389,7528,592,0,0,1,USD,0,90016,12,139,0,3714,3714
0,631,7745,2355,0,0,1,USD,0,90023,124,112,0,3715,3715
0,351,4642,815,0,0,1,USD,0,90026,85,142,0,3716,3716
0,664,4891,118,0,0,1,USD,0,90030,11,119,-95,3717,3717
0,517,3959,1171,0,0,1,USD,0,90033,232,315,0,3718,3718
0,920,2215,1735,0,0,1,USD,0,90035,607,631,210,3719,3719
0,972,9129,813,0,0,1,USD,0,90036,12,366,85,3720,3720
0,165,9681,337,72,0,1,USD,30,90037,62,129,0,3721,3721
0,952,1722,534,0,0,1,USD,0,90039,312,234,0,3722,3722
0,349,2752,570,0,0,1,USD,0,90040,164,5,0,3723,3723
0,421,4401,2261,0,0,1,USD,0,90044,75,160,70,3724,3724
0,13,8623,881,0,0,1,USD,0,90045,124,56,0,3725,3725
0,529,8977,2168,0,0,1,USD,0,90046,120,97,0,3726,3726
0,139,4513,170,0,0,0,USD,0,90047,98,395,0,3727,3727
0,919,7694,2997,0,0,1,USD,0,90048,40,164,0,3728,3728
0,995,5348,1863,0,0,1,USD,0,90051,71,155,0,3729,3729
0,654,1760,2457,0,0,1,USD,0,90053,61,190,0,3730,3730
0,131,7046,1693,0,0,1,USD,0,90055,45,202,0,3731,3731
0,719,8326,569,0,0,1,USD,0,90058,338,36,0,3732,3732
0,28,3775,328,0,0,1,USD,0,90059,50,107,0,3733,3733
0,201,431,2379,0,0,1,USD,0,90061,59,123,60,3734,3734
0,540,9083,2799,0,0,0,USD,0,90063,429,101,0,3735,3735
0,464,3184,1446,0,0,1,USD,0,90064,24,130,-25,3736,3736
0,692,7076,879,111,0,0,USD,47,90065,49,150,205,3737,3737
0,8,4874,811,0,0,1,USD,0,90066,74,277,0,3738,3738
0,914,1246,188,0,0,1,USD,0,90069,67,178,0,3739,3739
0,483,7115,3,0,0,1,USD,0,90071,42,134,0,3740,3740
0,713,5761,2477,0,0,1,USD,0,90072,154,19,0,3741,3741
8921,948,3683,1257,0,0,1,USD,0,90073,10,241,0,3742,3742
0,308,4240,2539,0,0,1,USD,0,90074,114,6,-40,3743,3743
0,9,3769,1758,0,0,1,USD,0,90077,320,22,0,3744,3744
0,4,9575,1207,0,0,0,USD,0,90078,154,37,260,3745,3745
0,41,4760,2156,0,0,1,USD,0,90079,168,87,0,3746,3746
0,5,9008,635,0,0,1,USD,0,90080,79,231,0,3747,3747
0,632,2098,705,0,0,1,USD,0,90081,35,160,45,3748,3748
0,650,3525,1268,0,70,1,USD,0,90085,93,107,100,3749,3749
0,607,2067,791,0,0,1,USD,0,90086,48,173,0,3750,3750
0,925,2501,1039,0,0,1,USD,0,90087,156,94,140,3751,3751
0,411,8571,63,0,0,1,USD,0,90089,179,47,0,3752,3752
0,889,1672,1671,0,0,1,USD,0,90090,20,201,0,3753,3753
0,731,4808,27,0,0,1,USD,0,90091,112,55,0,3754,3754
0,997,1717,793,0,0,0,USD,0,90095,56,101,55,3755,3755
0,309,338,2653,0,0,1,USD,0,90096,29,167,0,3756,3756
0,246,4846,638,0,0,1,USD,0,90098,16,100,0,3757,3757
9368,631,4710,2484,0,0,1,USD,0,90099,177,59,0,3758,3758
0,263,1627,2148,0,77,1,USD,0,90101,7,249,0,3759,3759
0,260,7290,2089,0,0,1,USD,0,90104,108,5,0,3760,3760
3003,502,5650,1755,0,0,1,USD,0,90105,58,222,0,3761,3761
1493,630,3488,1186,0,0,0,USD,0,90106,144,82,175,3762,3762
0,397,6675,94,0,0,1,USD,0,90108,59,328,0,3763,3763
0,760,2677,1842,0,0,1,USD,0,90109,32,120,0,3764,3764
0,269,6122,1016,0,0,0,USD,0,90110,375,69,0,3765,3765
0,652,7773,1615,0,0,1,USD,0,90111,147,155,0,3766,3766
0,177,4450,2767,48,0,0,USD,38,90113,154,45,50,3767,3767
0,573,4683,1359,0,0,1,USD,0,90114,182,99,0,3768,3768
4363,617,8941,198,0,0,1,USD,0,90116,39,156,0,3769,3769
0,545,2367,890,0,0,0,USD,0,90117,109,58,0,3770,3770
0,818,1157,805,0,0,1,USD,0,90121,36,165,140,3771,3771
0,143,7647,856,0,0,1,USD,0,90122,76,159,0,3772,3772
0,855,9209,2816,0,0,0,USD,0,90128,27,151,0,3773,3773
0,562,9202,1007,0,0,1,USD,0,90130,107,46,0,3774,3774
0,557,9959,555,0,0,1,USD,0,90134,246,157,0,3775,3775
0,52,5870,763,118,0,1,USD,82,90136,44,171,0,3776,3776
0,965,5029,2473,0,0,1,USD,0,90139,110,16,0,3777,3777
0,34,7482,2854,0,0,1,USD,0,90140,8,255,0,3778,3778
0,457,925,2108,0,0,1,USD,0,90142,233,1,0,3779,3779
0,360,5873,866,85,0,1,USD,87,90145,61,119,0,3780,3780
0,484,8994,1929,0,0,1,USD,0,90147,157,19,0,3781,3781
0,783,1152,51,0,0,1,USD,0,90148,115,18,155,3782,3782
0,601,9015,304,0,0,1,USD,0,90149,66,120,-60,3783,3783
0,253,4846,1114,324,0,1,USD,90,90152,54,122,0,3784,3784
0,144,7852,2720,0,0,1,USD,0,90153,79,106,0,3785,3785
0,606,2230,1132,0,0,0,USD,0,90156,119,85,105,3786,3786
0,21,1898,2718,0,0,1,USD,0,90159,11,141,0,3787,3787
0,405,2214,2137,26,0,1,USD,30,90161,20,112,0,3788,3788
0,136,2746,1032,0,0,1,USD,0,90162,156,25,320,3789,3789
0,453,7661,713,0,0,1,USD,0,90164,59,183,5,3790,3790
0,459,4575,517,29,0,0,USD,81,90165,229,218,0,3791,3791
0,640,7883,1292,0,0,1,USD,0,90167,74,156,0,3792,3792
0,341,7875,1197,0,0,1,USD,0,90170,392,93,0,3793,3793
0,48,768,1601,0,0,1,USD,0,90171,213,26,220,3794,3794
0,151,4691,2696,0,0,1,USD,0,90175,97,251,0,3795,3795
0,127,9543,2908,0,69,1,USD,0,90176,77,191,0,3796,3796
114,165,8867,91,0,0,0,USD,0,90177,659,166,0,3797,3797
0,683,5399,2186,0,0,1,USD,0,90180,28,110,-45,3798,3798
0,237,8525,1987,0,0,1,USD,0,90184,3,151,0,3799,3799
0,950,7116,164,0,0,1,USD,0,90190,117,77,0,3800,3800
0,162,8231,1472,0,0,1,USD,0,90191,166,90,225,3801,3801
0,252,5488,575,0,0,0,USD,0,90192,167,168,-15,3802,3802
0,34,225,768,0,0,1,USD,0,90194,190,462,0,3803,3803
0,474,8532,2331,0,0,1,USD,0,90197,59,230,-10,3804,3804
0,340,6716,2787,0,0,1,USD,0,90201,3,127,90,3805,3805
0,930,2353,2419,79,0,0,USD,87,90202,42,189,0,3806,3806
0,122,3581,2330,0,0,1,USD,0,90205,130,95,0,3807,3807
0,901,83,2741,0,0,1,USD,0,90207,159,139,0,3808,3808
0,907,6411,1140,0,0,1,USD,0,90210,157,27,0,3809,3809
0,183,6896,1682,0,0,1,USD,0,90211,81,244,0,3810,3810
0,575,3734,1194,0,0,1,USD,0,90214,342,26,0,3811,3811
0,738,8266,1170,0,0,1,USD,0,90220,214,54,45,3812,3812
0,621,9449,2946,0,0,1,USD,0,90221,54,101,90,3813,3813
